census_geoid,geography_type,state_fips,place_fips,geography_name,acs_vintage,education_universe_25_plus,bachelors_or_higher_count,bachelors_or_higher_pct,source_id
1600000US1964560,place,19,64560,"Prescott city, Iowa",2024,160,10,6.25,acs5_2024_place_education
1600000US1964605,place,19,64605,"Preston city, Iowa",2024,856,233,27.22,acs5_2024_place_education
1600000US1964650,place,19,64650,"Primghar city, Iowa",2024,627,131,20.893,acs5_2024_place_education
1600000US1964740,place,19,64740,"Princeton city, Iowa",2024,609,134,22.003,acs5_2024_place_education
1600000US1964875,place,19,64875,"Promise City city, Iowa",2024,69,5,7.246,acs5_2024_place_education
1600000US1965010,place,19,65010,"Protivin city, Iowa",2024,200,63,31.5,acs5_2024_place_education
1600000US1965055,place,19,65055,"Pulaski city, Iowa",2024,237,37,15.612,acs5_2024_place_education
1600000US1965235,place,19,65235,"Quasqueton city, Iowa",2024,492,75,15.244,acs5_2024_place_education
1600000US1965280,place,19,65280,"Quimby city, Iowa",2024,224,25,11.161,acs5_2024_place_education
1600000US1965370,place,19,65370,"Radcliffe city, Iowa",2024,467,53,11.349,acs5_2024_place_education
1600000US1965415,place,19,65415,"Rake city, Iowa",2024,135,27,20.0,acs5_2024_place_education
1600000US1965505,place,19,65505,"Ralston city, Iowa",2024,42,2,4.762,acs5_2024_place_education
1600000US1965550,place,19,65550,"Randalia city, Iowa",2024,37,8,21.622,acs5_2024_place_education
1600000US1965595,place,19,65595,"Randall city, Iowa",2024,105,16,15.238,acs5_2024_place_education
1600000US1965640,place,19,65640,"Randolph city, Iowa",2024,151,37,24.503,acs5_2024_place_education
1600000US1965730,place,19,65730,"Rathbun city, Iowa",2024,29,1,3.448,acs5_2024_place_education
1600000US1965820,place,19,65820,"Raymond city, Iowa",2024,625,119,19.04,acs5_2024_place_education
1600000US1965910,place,19,65910,"Readlyn city, Iowa",2024,502,88,17.53,acs5_2024_place_education
1600000US1965955,place,19,65955,"Reasnor city, Iowa",2024,100,14,14.0,acs5_2024_place_education
1600000US1966000,place,19,66000,"Redding city, Iowa",2024,47,0,0.0,acs5_2024_place_education
1600000US1966045,place,19,66045,"Redfield city, Iowa",2024,478,76,15.9,acs5_2024_place_education
1600000US1966135,place,19,66135,"Red Oak city, Iowa",2024,3772,669,17.736,acs5_2024_place_education
1600000US1966315,place,19,66315,"Reinbeck city, Iowa",2024,1199,293,24.437,acs5_2024_place_education
1600000US1966360,place,19,66360,"Rembrandt city, Iowa",2024,128,21,16.406,acs5_2024_place_education
1600000US1966405,place,19,66405,"Remsen city, Iowa",2024,1254,139,11.085,acs5_2024_place_education
1600000US1966450,place,19,66450,"Renwick city, Iowa",2024,170,16,9.412,acs5_2024_place_education
1600000US1966540,place,19,66540,"Rhodes city, Iowa",2024,208,19,9.135,acs5_2024_place_education
1600000US1966585,place,19,66585,"Riceville city, Iowa",2024,580,102,17.586,acs5_2024_place_education
1600000US1966720,place,19,66720,"Richland city, Iowa",2024,316,73,23.101,acs5_2024_place_education
1600000US1966810,place,19,66810,"Rickardsville city, Iowa",2024,175,37,21.143,acs5_2024_place_education
1600000US1966855,place,19,66855,"Ricketts city, Iowa",2024,33,1,3.03,acs5_2024_place_education
1600000US1967035,place,19,67035,"Ridgeway city, Iowa",2024,143,27,18.881,acs5_2024_place_education
1600000US1967125,place,19,67125,"Rinard city, Iowa",2024,47,4,8.511,acs5_2024_place_education
1600000US1967170,place,19,67170,"Ringsted city, Iowa",2024,278,45,16.187,acs5_2024_place_education
1600000US1967215,place,19,67215,"Rippey city, Iowa",2024,123,6,4.878,acs5_2024_place_education
1600000US1967350,place,19,67350,"Riverdale city, Iowa",2024,306,122,39.869,acs5_2024_place_education
1600000US1967440,place,19,67440,"Riverside city, Iowa",2024,661,180,27.231,acs5_2024_place_education
1600000US1967530,place,19,67530,"River Sioux CDP, Iowa",2024,7,0,0.0,acs5_2024_place_education
1600000US1967575,place,19,67575,"Riverton city, Iowa",2024,175,24,13.714,acs5_2024_place_education
1600000US1967800,place,19,67800,"Robins city, Iowa",2024,2141,1256,58.664,acs5_2024_place_education
1600000US1967890,place,19,67890,"Rochester CDP, Iowa",2024,90,14,15.556,acs5_2024_place_education
1600000US1968025,place,19,68025,"Rock Falls city, Iowa",2024,78,20,25.641,acs5_2024_place_education
1600000US1968070,place,19,68070,"Rockford city, Iowa",2024,539,99,18.367,acs5_2024_place_education
1600000US1968160,place,19,68160,"Rock Rapids city, Iowa",2024,1744,379,21.732,acs5_2024_place_education
1600000US1968205,place,19,68205,"Rock Valley city, Iowa",2024,2335,388,16.617,acs5_2024_place_education
1600000US1968250,place,19,68250,"Rockwell city, Iowa",2024,655,118,18.015,acs5_2024_place_education
1600000US1968295,place,19,68295,"Rockwell City city, Iowa",2024,1840,242,13.152,acs5_2024_place_education
1600000US1968340,place,19,68340,"Rodman city, Iowa",2024,23,2,8.696,acs5_2024_place_education
1600000US1968385,place,19,68385,"Rodney city, Iowa",2024,29,4,13.793,acs5_2024_place_education
1600000US1968475,place,19,68475,"Roland city, Iowa",2024,1101,339,30.79,acs5_2024_place_education
1600000US1968520,place,19,68520,"Rolfe city, Iowa",2024,413,36,8.717,acs5_2024_place_education
1600000US1968565,place,19,68565,"Rome city, Iowa",2024,45,3,6.667,acs5_2024_place_education
1600000US1968700,place,19,68700,"Rose Hill city, Iowa",2024,196,21,10.714,acs5_2024_place_education
1600000US1968800,place,19,68800,"Roseville CDP, Iowa",2024,12,0,0.0,acs5_2024_place_education
1600000US1968925,place,19,68925,"Rossie city, Iowa",2024,68,2,2.941,acs5_2024_place_education
1600000US1969015,place,19,69015,"Rowan city, Iowa",2024,106,4,3.774,acs5_2024_place_education
1600000US1969060,place,19,69060,"Rowley city, Iowa",2024,233,43,18.455,acs5_2024_place_education
1600000US1969105,place,19,69105,"Royal city, Iowa",2024,308,47,15.26,acs5_2024_place_education
1600000US1969195,place,19,69195,"Rudd city, Iowa",2024,323,27,8.359,acs5_2024_place_education
1600000US1969240,place,19,69240,"Runnells city, Iowa",2024,322,74,22.981,acs5_2024_place_education
1600000US1969285,place,19,69285,"Russell city, Iowa",2024,491,33,6.721,acs5_2024_place_education
1600000US1969330,place,19,69330,"Ruthven city, Iowa",2024,446,83,18.61,acs5_2024_place_education
1600000US1969375,place,19,69375,"Rutland city, Iowa",2024,92,7,7.609,acs5_2024_place_education
1600000US1969465,place,19,69465,"Ryan city, Iowa",2024,242,55,22.727,acs5_2024_place_education
1600000US1969510,place,19,69510,"Sabula city, Iowa",2024,420,31,7.381,acs5_2024_place_education
1600000US1969645,place,19,69645,"Sac City city, Iowa",2024,1481,354,23.903,acs5_2024_place_education
1600000US1969690,place,19,69690,"Sageville city, Iowa",2024,76,12,15.789,acs5_2024_place_education
1600000US1969735,place,19,69735,"St. Ansgar city, Iowa",2024,817,262,32.069,acs5_2024_place_education
1600000US1969780,place,19,69780,"St. Anthony city, Iowa",2024,63,3,4.762,acs5_2024_place_education
1600000US1969825,place,19,69825,"St. Benedict CDP, Iowa",2024,22,8,36.364,acs5_2024_place_education
1600000US1969915,place,19,69915,"St. Charles city, Iowa",2024,600,118,19.667,acs5_2024_place_education
1600000US1969960,place,19,69960,"St. Donatus city, Iowa",2024,119,8,6.723,acs5_2024_place_education
1600000US1970005,place,19,70005,"St. Joseph CDP, Iowa",2024,63,38,60.317,acs5_2024_place_education
1600000US1970050,place,19,70050,"St. Lucas city, Iowa",2024,98,13,13.265,acs5_2024_place_education
1600000US1970095,place,19,70095,"St. Marys city, Iowa",2024,82,19,23.171,acs5_2024_place_education
1600000US1970140,place,19,70140,"St. Olaf city, Iowa",2024,64,8,12.5,acs5_2024_place_education
1600000US1970185,place,19,70185,"St. Paul city, Iowa",2024,47,19,40.426,acs5_2024_place_education
1600000US1970230,place,19,70230,"Salem city, Iowa",2024,251,24,9.562,acs5_2024_place_education
1600000US1970320,place,19,70320,"Salix city, Iowa",2024,260,34,13.077,acs5_2024_place_education
1600000US1970410,place,19,70410,"Sanborn city, Iowa",2024,944,225,23.835,acs5_2024_place_education
1600000US1970545,place,19,70545,"Sandusky CDP, Iowa",2024,255,84,32.941,acs5_2024_place_education
1600000US1970590,place,19,70590,"Sandyville city, Iowa",2024,30,5,16.667,acs5_2024_place_education
1600000US1970995,place,19,70995,"Saylorville CDP, Iowa",2024,2545,747,29.352,acs5_2024_place_education
1600000US1971040,place,19,71040,"Scarville city, Iowa",2024,38,6,15.789,acs5_2024_place_education
1600000US1971085,place,19,71085,"Schaller city, Iowa",2024,468,77,16.453,acs5_2024_place_education
1600000US1971130,place,19,71130,"Schleswig city, Iowa",2024,576,102,17.708,acs5_2024_place_education
1600000US1971310,place,19,71310,"Scranton city, Iowa",2024,381,24,6.299,acs5_2024_place_education
1600000US1971355,place,19,71355,"Searsboro city, Iowa",2024,85,6,7.059,acs5_2024_place_education
1600000US1971625,place,19,71625,"Sergeant Bluff city, Iowa",2024,3429,1259,36.716,acs5_2024_place_education
1600000US1971715,place,19,71715,"Sexton CDP, Iowa",2024,24,7,29.167,acs5_2024_place_education
1600000US1971760,place,19,71760,"Seymour city, Iowa",2024,411,61,14.842,acs5_2024_place_education
1600000US1971895,place,19,71895,"Shambaugh city, Iowa",2024,93,17,18.28,acs5_2024_place_education
1600000US1971940,place,19,71940,"Shannon City city, Iowa",2024,69,14,20.29,acs5_2024_place_education
1600000US1972075,place,19,72075,"Sharpsburg city, Iowa",2024,73,1,1.37,acs5_2024_place_education
1600000US1972210,place,19,72210,"Sheffield city, Iowa",2024,803,143,17.808,acs5_2024_place_education
1600000US1972300,place,19,72300,"Shelby city, Iowa",2024,497,53,10.664,acs5_2024_place_education
1600000US1972345,place,19,72345,"Sheldahl city, Iowa",2024,235,73,31.064,acs5_2024_place_education
1600000US1972390,place,19,72390,"Sheldon city, Iowa",2024,3743,778,20.785,acs5_2024_place_education
1600000US1972435,place,19,72435,"Shell Rock city, Iowa",2024,1036,210,20.27,acs5_2024_place_education
1600000US1972480,place,19,72480,"Shellsburg city, Iowa",2024,597,75,12.563,acs5_2024_place_education
1600000US1972525,place,19,72525,"Shenandoah city, Iowa",2024,3688,674,18.275,acs5_2024_place_education
1600000US1972660,place,19,72660,"Sherrill city, Iowa",2024,119,19,15.966,acs5_2024_place_education
1600000US1972840,place,19,72840,"Shueyville city, Iowa",2024,516,235,45.543,acs5_2024_place_education
1600000US1972975,place,19,72975,"Sibley city, Iowa",2024,1882,431,22.901,acs5_2024_place_education
1600000US1973065,place,19,73065,"Sidney city, Iowa",2024,685,108,15.766,acs5_2024_place_education
1600000US1973110,place,19,73110,"Sigourney city, Iowa",2024,1495,341,22.809,acs5_2024_place_education
1600000US1973155,place,19,73155,"Silver City city, Iowa",2024,281,30,10.676,acs5_2024_place_education
1600000US1973290,place,19,73290,"Sioux Center city, Iowa",2024,4653,1941,41.715,acs5_2024_place_education
1600000US1973335,place,19,73335,"Sioux City city, Iowa",2024,54115,12405,22.923,acs5_2024_place_education
1600000US1973425,place,19,73425,"Sioux Rapids city, Iowa",2024,492,91,18.496,acs5_2024_place_education
1600000US1973515,place,19,73515,"Slater city, Iowa",2024,957,349,36.468,acs5_2024_place_education
1600000US1973605,place,19,73605,"Sloan city, Iowa",2024,684,190,27.778,acs5_2024_place_education
1600000US1973650,place,19,73650,"Smithland city, Iowa",2024,109,22,20.183,acs5_2024_place_education
1600000US1973785,place,19,73785,"Soldier city, Iowa",2024,104,13,12.5,acs5_2024_place_education
1600000US1973875,place,19,73875,"Solon city, Iowa",2024,1989,843,42.383,acs5_2024_place_education
1600000US1973920,place,19,73920,"Somers city, Iowa",2024,88,7,7.955,acs5_2024_place_education
1600000US1973965,place,19,73965,"South Amana CDP, Iowa",2024,64,9,14.062,acs5_2024_place_education
1600000US1974055,place,19,74055,"South English city, Iowa",2024,193,16,8.29,acs5_2024_place_education
1600000US1974280,place,19,74280,"Spencer city, Iowa",2024,7952,2370,29.804,acs5_2024_place_education
1600000US1974325,place,19,74325,"Sperry CDP, Iowa",2024,73,10,13.699,acs5_2024_place_education
1600000US1974370,place,19,74370,"Spillville city, Iowa",2024,237,45,18.987,acs5_2024_place_education
1600000US1974415,place,19,74415,"Spirit Lake city, Iowa",2024,3742,1001,26.75,acs5_2024_place_education
1600000US1974460,place,19,74460,"Spragueville city, Iowa",2024,59,2,3.39,acs5_2024_place_education
1600000US1974505,place,19,74505,"Springbrook city, Iowa",2024,88,9,10.227,acs5_2024_place_education
1600000US1974685,place,19,74685,"Spring Hill city, Iowa",2024,32,9,28.125,acs5_2024_place_education
1600000US1974775,place,19,74775,"Springville city, Iowa",2024,797,198,24.843,acs5_2024_place_education
1600000US1974820,place,19,74820,"Stacyville city, Iowa",2024,385,53,13.766,acs5_2024_place_education
1600000US1974910,place,19,74910,"Stanhope city, Iowa",2024,352,50,14.205,acs5_2024_place_education
1600000US1974955,place,19,74955,"Stanley city, Iowa",2024,53,6,11.321,acs5_2024_place_education
1600000US1975000,place,19,75000,"Stanton city, Iowa",2024,427,90,21.077,acs5_2024_place_education
1600000US1975045,place,19,75045,"Stanwood city, Iowa",2024,406,56,13.793,acs5_2024_place_education
1600000US1975135,place,19,75135,"State Center city, Iowa",2024,923,309,33.478,acs5_2024_place_education
1600000US1975180,place,19,75180,"Steamboat Rock city, Iowa",2024,231,50,21.645,acs5_2024_place_education
1600000US1975405,place,19,75405,"Stockport city, Iowa",2024,172,13,7.558,acs5_2024_place_education
1600000US1975450,place,19,75450,"Stockton city, Iowa",2024,113,7,6.195,acs5_2024_place_education
1600000US1975540,place,19,75540,"Stone City CDP, Iowa",2024,127,41,32.283,acs5_2024_place_education
1600000US1975630,place,19,75630,"Storm Lake city, Iowa",2024,6751,1275,18.886,acs5_2024_place_education
1600000US1975675,place,19,75675,"Story City city, Iowa",2024,2407,1058,43.955,acs5_2024_place_education
1600000US1975720,place,19,75720,"Stout city, Iowa",2024,173,34,19.653,acs5_2024_place_education
1600000US1975810,place,19,75810,"Stratford city, Iowa",2024,584,60,10.274,acs5_2024_place_education
1600000US1975855,place,19,75855,"Strawberry Point city, Iowa",2024,895,182,20.335,acs5_2024_place_education
1600000US1975945,place,19,75945,"Struble city, Iowa",2024,59,3,5.085,acs5_2024_place_education
1600000US1975990,place,19,75990,"Stuart city, Iowa",2024,1135,193,17.004,acs5_2024_place_education
1600000US1976035,place,19,76035,"Sully city, Iowa",2024,670,150,22.388,acs5_2024_place_education
1600000US1976260,place,19,76260,"Sumner city, Iowa",2024,1484,418,28.167,acs5_2024_place_education
1600000US1976415,place,19,76415,"Sun Valley Lake CDP, Iowa",2024,163,98,60.123,acs5_2024_place_education
1600000US1976440,place,19,76440,"Superior city, Iowa",2024,79,7,8.861,acs5_2024_place_education
1600000US1976485,place,19,76485,"Sutherland city, Iowa",2024,453,70,15.453,acs5_2024_place_education
1600000US1976620,place,19,76620,"Swaledale city, Iowa",2024,124,2,1.613,acs5_2024_place_education
1600000US1976665,place,19,76665,"Swan city, Iowa",2024,45,8,17.778,acs5_2024_place_education
1600000US1976755,place,19,76755,"Swea City city, Iowa",2024,394,60,15.228,acs5_2024_place_education
1600000US1976800,place,19,76800,"Swedesburg CDP, Iowa",2024,55,23,41.818,acs5_2024_place_education
1600000US1976890,place,19,76890,"Swisher city, Iowa",2024,723,261,36.1,acs5_2024_place_education
1600000US1976935,place,19,76935,"Tabor city, Iowa",2024,663,117,17.647,acs5_2024_place_education
1600000US1977115,place,19,77115,"Tama city, Iowa",2024,1898,307,16.175,acs5_2024_place_education
1600000US1977340,place,19,77340,"Templeton city, Iowa",2024,253,42,16.601,acs5_2024_place_education
1600000US1977430,place,19,77430,"Tennant city, Iowa",2024,67,7,10.448,acs5_2024_place_education
1600000US1977520,place,19,77520,"Terril city, Iowa",2024,220,38,17.273,acs5_2024_place_education
1600000US1977565,place,19,77565,"Thayer city, Iowa",2024,27,2,7.407,acs5_2024_place_education
1600000US1977745,place,19,77745,"Thompson city, Iowa",2024,379,141,37.203,acs5_2024_place_education
1600000US1977790,place,19,77790,"Thor city, Iowa",2024,154,10,6.494,acs5_2024_place_education
1600000US1977835,place,19,77835,"Thornburg city, Iowa",2024,50,19,38.0,acs5_2024_place_education
1600000US1977880,place,19,77880,"Thornton city, Iowa",2024,344,59,17.151,acs5_2024_place_education
1600000US1977970,place,19,77970,"Thurman city, Iowa",2024,137,15,10.949,acs5_2024_place_education
1600000US1978060,place,19,78060,"Tiffin city, Iowa",2024,3544,2253,63.572,acs5_2024_place_education
1600000US1978195,place,19,78195,"Tingley city, Iowa",2024,111,19,17.117,acs5_2024_place_education
1600000US1978285,place,19,78285,"Tipton city, Iowa",2024,2119,429,20.245,acs5_2024_place_education
1600000US1978330,place,19,78330,"Titonka city, Iowa",2024,337,47,13.947,acs5_2024_place_education
1600000US1978465,place,19,78465,"Toeterville CDP, Iowa",2024,20,0,0.0,acs5_2024_place_education
1600000US1978510,place,19,78510,"Toledo city, Iowa",2024,1260,255,20.238,acs5_2024_place_education
1600000US1978600,place,19,78600,"Toronto city, Iowa",2024,71,0,0.0,acs5_2024_place_education
1600000US1978735,place,19,78735,"Traer city, Iowa",2024,1152,372,32.292,acs5_2024_place_education
1600000US1978780,place,19,78780,"Trenton CDP, Iowa",2024,75,0,0.0,acs5_2024_place_education
1600000US1978825,place,19,78825,"Treynor city, Iowa",2024,757,336,44.386,acs5_2024_place_education
1600000US1978915,place,19,78915,"Tripoli city, Iowa",2024,837,240,28.674,acs5_2024_place_education
1600000US1979095,place,19,79095,"Truesdale city, Iowa",2024,90,7,7.778,acs5_2024_place_education
1600000US1979140,place,19,79140,"Truro city, Iowa",2024,317,66,20.82,acs5_2024_place_education
1600000US1979185,place,19,79185,"Turin city, Iowa",2024,85,6,7.059,acs5_2024_place_education
1600000US1979335,place,19,79335,"Twin Lakes CDP, Iowa",2024,429,231,53.846,acs5_2024_place_education
1600000US1979410,place,19,79410,"Udell city, Iowa",2024,10,1,10.0,acs5_2024_place_education
1600000US1979500,place,19,79500,"Underwood city, Iowa",2024,536,188,35.075,acs5_2024_place_education
1600000US1979545,place,19,79545,"Union city, Iowa",2024,316,57,18.038,acs5_2024_place_education
1600000US1979680,place,19,79680,"Unionville city, Iowa",2024,65,5,7.692,acs5_2024_place_education
1600000US1979770,place,19,79770,"University Heights city, Iowa",2024,797,694,87.077,acs5_2024_place_education
1600000US1979815,place,19,79815,"University Park city, Iowa",2024,342,89,26.023,acs5_2024_place_education
1600000US1979905,place,19,79905,"Urbana city, Iowa",2024,978,285,29.141,acs5_2024_place_education
1600000US1979950,place,19,79950,"Urbandale city, Iowa",2024,31834,16304,51.216,acs5_2024_place_education
1600000US1979995,place,19,79995,"Ute city, Iowa",2024,242,21,8.678,acs5_2024_place_education
1600000US1980130,place,19,80130,"Vail city, Iowa",2024,264,43,16.288,acs5_2024_place_education
1600000US1980175,place,19,80175,"Valeria city, Iowa",2024,25,2,8.0,acs5_2024_place_education
1600000US1980400,place,19,80400,"Van Horne city, Iowa",2024,427,96,22.482,acs5_2024_place_education
1600000US1980445,place,19,80445,"Van Meter city, Iowa",2024,996,432,43.373,acs5_2024_place_education
1600000US1980490,place,19,80490,"Van Wert city, Iowa",2024,143,5,3.497,acs5_2024_place_education
1600000US1980535,place,19,80535,"Varina city, Iowa",2024,25,1,4.0,acs5_2024_place_education
1600000US1980580,place,19,80580,"Ventura city, Iowa",2024,528,189,35.795,acs5_2024_place_education
1600000US1980805,place,19,80805,"Victor city, Iowa",2024,638,135,21.16,acs5_2024_place_education
1600000US1980985,place,19,80985,"Villisca city, Iowa",2024,770,110,14.286,acs5_2024_place_education
1600000US1981075,place,19,81075,"Vincent city, Iowa",2024,100,23,23.0,acs5_2024_place_education
1600000US1981120,place,19,81120,"Vining city, Iowa",2024,44,9,20.455,acs5_2024_place_education
1600000US1981210,place,19,81210,"Vinton city, Iowa",2024,3540,1013,28.616,acs5_2024_place_education
1600000US1981345,place,19,81345,"Volga city, Iowa",2024,173,29,16.763,acs5_2024_place_education
1600000US1981570,place,19,81570,"Wadena city, Iowa",2024,153,21,13.725,acs5_2024_place_education
1600000US1981615,place,19,81615,"Wahpeton city, Iowa",2024,351,209,59.544,acs5_2024_place_education
1600000US1981705,place,19,81705,"Walcott city, Iowa",2024,1210,237,19.587,acs5_2024_place_education
1600000US1981840,place,19,81840,"Walford city, Iowa",2024,828,283,34.179,acs5_2024_place_education
1600000US1981885,place,19,81885,"Walker city, Iowa",2024,433,67,15.473,acs5_2024_place_education
1600000US1981975,place,19,81975,"Wallingford city, Iowa",2024,100,10,10.0,acs5_2024_place_education
1600000US1982020,place,19,82020,"Wall Lake city, Iowa",2024,487,89,18.275,acs5_2024_place_education
1600000US1982065,place,19,82065,"Walnut city, Iowa",2024,1155,163,14.113,acs5_2024_place_education
1600000US1982200,place,19,82200,"Wapello city, Iowa",2024,1381,216,15.641,acs5_2024_place_education
1600000US1982290,place,19,82290,"Washburn CDP, Iowa",2024,440,113,25.682,acs5_2024_place_education
1600000US1982335,place,19,82335,"Washington city, Iowa",2024,5098,1205,23.637,acs5_2024_place_education
1600000US1982380,place,19,82380,"Washta city, Iowa",2024,152,15,9.868,acs5_2024_place_education
1600000US1982425,place,19,82425,"Waterloo city, Iowa",2024,44488,9711,21.828,acs5_2024_place_education
1600000US1982470,place,19,82470,"Waterville city, Iowa",2024,95,7,7.368,acs5_2024_place_education
1600000US1982515,place,19,82515,"Watkins CDP, Iowa",2024,90,10,11.111,acs5_2024_place_education
1600000US1982650,place,19,82650,"Waucoma city, Iowa",2024,176,14,7.955,acs5_2024_place_education
1600000US1982695,place,19,82695,"Waukee city, Iowa",2024,19387,11241,57.982,acs5_2024_place_education
1600000US1982740,place,19,82740,"Waukon city, Iowa",2024,2767,711,25.696,acs5_2024_place_education
1600000US1982875,place,19,82875,"Waverly city, Iowa",2024,6233,2749,44.104,acs5_2024_place_education
1600000US1982965,place,19,82965,"Wayland city, Iowa",2024,861,167,19.396,acs5_2024_place_education
1600000US1983010,place,19,83010,"Webb city, Iowa",2024,80,15,18.75,acs5_2024_place_education
1600000US1983055,place,19,83055,"Webster city, Iowa",2024,70,5,7.143,acs5_2024_place_education
1600000US1983145,place,19,83145,"Webster City city, Iowa",2024,5051,1172,23.203,acs5_2024_place_education
1600000US1983190,place,19,83190,"Weldon city, Iowa",2024,62,9,14.516,acs5_2024_place_education
1600000US1983280,place,19,83280,"Wellman city, Iowa",2024,1059,215,20.302,acs5_2024_place_education
1600000US1983325,place,19,83325,"Wellsburg city, Iowa",2024,534,100,18.727,acs5_2024_place_education
1600000US1983370,place,19,83370,"Welton city, Iowa",2024,79,9,11.392,acs5_2024_place_education
1600000US1983415,place,19,83415,"Wesley city, Iowa",2024,241,34,14.108,acs5_2024_place_education
1600000US1983505,place,19,83505,"West Amana CDP, Iowa",2024,116,7,6.034,acs5_2024_place_education
1600000US1983550,place,19,83550,"West Bend city, Iowa",2024,514,129,25.097,acs5_2024_place_education
1600000US1983595,place,19,83595,"West Branch city, Iowa",2024,1736,554,31.912,acs5_2024_place_education
1600000US1983685,place,19,83685,"West Burlington city, Iowa",2024,2041,509,24.939,acs5_2024_place_education
1600000US1983775,place,19,83775,"West Chester city, Iowa",2024,106,16,15.094,acs5_2024_place_education
1600000US1983910,place,19,83910,"West Des Moines city, Iowa",2024,49548,27223,54.943,acs5_2024_place_education
1600000US1984090,place,19,84090,"Westfield city, Iowa",2024,94,6,6.383,acs5_2024_place_education
1600000US1984180,place,19,84180,"Westgate city, Iowa",2024,131,14,10.687,acs5_2024_place_education
1600000US1984315,place,19,84315,"West Liberty city, Iowa",2024,2506,407,16.241,acs5_2024_place_education
1600000US1984450,place,19,84450,"West Okoboji city, Iowa",2024,345,149,43.188,acs5_2024_place_education
1600000US1984495,place,19,84495,"Weston CDP, Iowa",2024,119,78,65.546,acs5_2024_place_education
1600000US1984540,place,19,84540,"Westphalia city, Iowa",2024,109,15,13.761,acs5_2024_place_education
1600000US1984585,place,19,84585,"West Point city, Iowa",2024,635,166,26.142,acs5_2024_place_education
1600000US1984630,place,19,84630,"Westside city, Iowa",2024,250,61,24.4,acs5_2024_place_education
1600000US1984765,place,19,84765,"West Union city, Iowa",2024,1565,370,23.642,acs5_2024_place_education
1600000US1984835,place,19,84835,"Westwood city, Iowa",2024,93,40,43.011,acs5_2024_place_education
1600000US1984855,place,19,84855,"Wever CDP, Iowa",2024,96,13,13.542,acs5_2024_place_education
1600000US1984900,place,19,84900,"What Cheer city, Iowa",2024,366,53,14.481,acs5_2024_place_education
1600000US1984945,place,19,84945,"Wheatland city, Iowa",2024,514,75,14.591,acs5_2024_place_education
1600000US1985215,place,19,85215,"Whiting city, Iowa",2024,563,149,26.465,acs5_2024_place_education
1600000US1985260,place,19,85260,"Whittemore city, Iowa",2024,401,81,20.2,acs5_2024_place_education
1600000US1985305,place,19,85305,"Whitten city, Iowa",2024,125,11,8.8,acs5_2024_place_education
1600000US1985710,place,19,85710,"Willey city, Iowa",2024,57,14,24.561,acs5_2024_place_education
1600000US1985800,place,19,85800,"Williams city, Iowa",2024,283,55,19.435,acs5_2024_place_education
1600000US1985845,place,19,85845,"Williamsburg city, Iowa",2024,2226,905,40.656,acs5_2024_place_education
1600000US1985935,place,19,85935,"Williamson city, Iowa",2024,134,0,0.0,acs5_2024_place_education
1600000US1986070,place,19,86070,"Wilton city, Iowa",2024,2116,763,36.059,acs5_2024_place_education
1600000US1986250,place,19,86250,"Windsor Heights city, Iowa",2024,3824,1756,45.921,acs5_2024_place_education
1600000US1986385,place,19,86385,"Winfield city, Iowa",2024,703,134,19.061,acs5_2024_place_education
1600000US1986520,place,19,86520,"Winterset city, Iowa",2024,3550,782,22.028,acs5_2024_place_education
1600000US1986565,place,19,86565,"Winthrop city, Iowa",2024,661,150,22.693,acs5_2024_place_education
1600000US1986610,place,19,86610,"Wiota city, Iowa",2024,76,5,6.579,acs5_2024_place_education
1600000US1986700,place,19,86700,"Woden city, Iowa",2024,159,37,23.27,acs5_2024_place_education
1600000US1986835,place,19,86835,"Woodbine city, Iowa",2024,920,198,21.522,acs5_2024_place_education
1600000US1986880,place,19,86880,"Woodburn city, Iowa",2024,117,12,10.256,acs5_2024_place_education
1600000US1986970,place,19,86970,"Woodward city, Iowa",2024,682,171,25.073,acs5_2024_place_education
1600000US1987015,place,19,87015,"Woolstock city, Iowa",2024,131,7,5.344,acs5_2024_place_education
1600000US1987060,place,19,87060,"Worthington city, Iowa",2024,299,40,13.378,acs5_2024_place_education
1600000US1987240,place,19,87240,"Wyoming city, Iowa",2024,371,68,18.329,acs5_2024_place_education
1600000US1987285,place,19,87285,"Yale city, Iowa",2024,260,33,12.692,acs5_2024_place_education
1600000US1987330,place,19,87330,"Yarmouth CDP, Iowa",2024,68,0,0.0,acs5_2024_place_education
1600000US1987375,place,19,87375,"Yetter city, Iowa",2024,11,1,9.091,acs5_2024_place_education
1600000US1987420,place,19,87420,"Yorktown city, Iowa",2024,36,6,16.667,acs5_2024_place_education
1600000US1987555,place,19,87555,"Zearing city, Iowa",2024,382,133,34.817,acs5_2024_place_education
1600000US1987690,place,19,87690,"Zwingle city, Iowa",2024,56,1,1.786,acs5_2024_place_education
1600000US2000100,place,20,00100,"Abbyville city, Kansas",2024,61,2,3.279,acs5_2024_place_education
1600000US2000125,place,20,00125,"Abilene city, Kansas",2024,4726,1054,22.302,acs5_2024_place_education
1600000US2000225,place,20,00225,"Ada CDP, Kansas",2024,39,1,2.564,acs5_2024_place_education
1600000US2000325,place,20,00325,"Admire city, Kansas",2024,119,17,14.286,acs5_2024_place_education
1600000US2000475,place,20,00475,"Agenda city, Kansas",2024,79,8,10.127,acs5_2024_place_education
