census_geoid,state_fips,place_fips,geography_name,acs_vintage,median_home_value,median_gross_rent,renter_cost_burden_30_pct_plus,renter_cost_burden_universe,source_id
1600000US2046000,20,46000,"Merriam city, Kansas",2024,263300,1181,41.0,2090,acs5_2024_place_housing
1600000US2046450,20,46450,"Milan city, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2046500,20,46500,"Mildred CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2046525,20,46525,"Milford city, Kansas",2024,172500,1016,37.0,54,acs5_2024_place_housing
1600000US2046925,20,46925,"Milton CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2046950,20,46950,"Miltonvale city, Kansas",2024,50000,692,26.7,105,acs5_2024_place_housing
1600000US2047075,20,47075,"Minneapolis city, Kansas",2024,143800,690,41.7,331,acs5_2024_place_housing
1600000US2047150,20,47150,"Minneola city, Kansas",2024,96200,900,14.9,74,acs5_2024_place_housing
1600000US2047225,20,47225,"Mission city, Kansas",2024,289100,1194,38.8,2955,acs5_2024_place_housing
1600000US2047350,20,47350,"Mission Hills city, Kansas",2024,1237800,,,0,acs5_2024_place_housing
1600000US2047425,20,47425,"Mission Woods city, Kansas",2024,750000,,,0,acs5_2024_place_housing
1600000US2047600,20,47600,"Moline city, Kansas",2024,34600,475,50.0,14,acs5_2024_place_housing
1600000US2047875,20,47875,"Montezuma city, Kansas",2024,152200,1012,60.0,80,acs5_2024_place_housing
1600000US2047975,20,47975,"Mont Ida CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2048025,20,48025,"Monument CDP, Kansas",2024,80800,,0.0,16,acs5_2024_place_housing
1600000US2048125,20,48125,"Moran city, Kansas",2024,105500,411,50.0,42,acs5_2024_place_housing
1600000US2048225,20,48225,"Morganville city, Kansas",2024,62500,,100.0,1,acs5_2024_place_housing
1600000US2048275,20,48275,"Morland city, Kansas",2024,75000,,,0,acs5_2024_place_housing
1600000US2048300,20,48300,"Morrill city, Kansas",2024,65000,,0.0,2,acs5_2024_place_housing
1600000US2048450,20,48450,"Morrowville city, Kansas",2024,41700,,0.0,8,acs5_2024_place_housing
1600000US2048600,20,48600,"Moscow city, Kansas",2024,72000,763,14.3,14,acs5_2024_place_housing
1600000US2048750,20,48750,"Mound City city, Kansas",2024,157500,744,34.6,107,acs5_2024_place_housing
1600000US2048800,20,48800,"Moundridge city, Kansas",2024,177800,561,33.6,137,acs5_2024_place_housing
1600000US2048825,20,48825,"Mound Valley city, Kansas",2024,42600,435,44.0,25,acs5_2024_place_housing
1600000US2048900,20,48900,"Mount Hope city, Kansas",2024,152200,964,30.4,46,acs5_2024_place_housing
1600000US2049025,20,49025,"Mulberry city, Kansas",2024,,475,26.9,52,acs5_2024_place_housing
1600000US2049075,20,49075,"Mullinville city, Kansas",2024,57700,773,0.0,48,acs5_2024_place_housing
1600000US2049100,20,49100,"Mulvane city, Kansas",2024,176300,1015,52.2,510,acs5_2024_place_housing
1600000US2049150,20,49150,"Munden city, Kansas",2024,30000,,42.9,7,acs5_2024_place_housing
1600000US2049200,20,49200,"Munjor CDP, Kansas",2024,121500,,100.0,8,acs5_2024_place_housing
1600000US2049250,20,49250,"Murdock CDP, Kansas",2024,,,100.0,6,acs5_2024_place_housing
1600000US2049325,20,49325,"Muscotah city, Kansas",2024,90000,738,0.0,14,acs5_2024_place_housing
1600000US2049350,20,49350,"Narka city, Kansas",2024,,,0.0,2,acs5_2024_place_housing
1600000US2049400,20,49400,"Nashville city, Kansas",2024,37500,495,44.4,18,acs5_2024_place_housing
1600000US2049425,20,49425,"Natoma city, Kansas",2024,34100,667,8.3,36,acs5_2024_place_housing
1600000US2049525,20,49525,"Navarre CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2049550,20,49550,"Neal CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2049650,20,49650,"Neodesha city, Kansas",2024,91400,752,47.9,267,acs5_2024_place_housing
1600000US2049825,20,49825,"Neosho Falls city, Kansas",2024,,713,100.0,7,acs5_2024_place_housing
1600000US2049875,20,49875,"Neosho Rapids city, Kansas",2024,79200,,0.0,2,acs5_2024_place_housing
1600000US2049925,20,49925,"Ness City city, Kansas",2024,116600,663,18.7,91,acs5_2024_place_housing
1600000US2049950,20,49950,"Netawaka city, Kansas",2024,104200,900,0.0,10,acs5_2024_place_housing
1600000US2050150,20,50150,"New Albany city, Kansas",2024,46400,,,0,acs5_2024_place_housing
1600000US2050250,20,50250,"Newbury CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2050300,20,50300,"New Cambria city, Kansas",2024,114300,1105,0.0,50,acs5_2024_place_housing
1600000US2050425,20,50425,"New Salem CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2050450,20,50450,"New Strawn city, Kansas",2024,174500,875,27.6,29,acs5_2024_place_housing
1600000US2050475,20,50475,"Newton city, Kansas",2024,156400,903,43.3,2447,acs5_2024_place_housing
1600000US2050525,20,50525,"Nickerson city, Kansas",2024,79200,798,24.1,116,acs5_2024_place_housing
1600000US2050550,20,50550,"Nicodemus CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2050600,20,50600,"Niles CDP, Kansas",2024,202800,,100.0,12,acs5_2024_place_housing
1600000US2050750,20,50750,"Niotaze city, Kansas",2024,154900,,75.0,4,acs5_2024_place_housing
1600000US2050925,20,50925,"Norcatur city, Kansas",2024,65000,,0.0,7,acs5_2024_place_housing
1600000US2051225,20,51225,"North Newton city, Kansas",2024,217800,839,25.3,288,acs5_2024_place_housing
1600000US2051500,20,51500,"Norton city, Kansas",2024,96800,598,34.3,251,acs5_2024_place_housing
1600000US2051525,20,51525,"Nortonville city, Kansas",2024,102000,970,78.2,78,acs5_2024_place_housing
1600000US2051550,20,51550,"Norway CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2051600,20,51600,"Norwich city, Kansas",2024,99600,825,37.8,45,acs5_2024_place_housing
1600000US2051700,20,51700,"Oak Hill city, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2051810,20,51810,"Oaklawn-Sunview CDP, Kansas",2024,54200,788,42.2,427,acs5_2024_place_housing
1600000US2051825,20,51825,"Oakley city, Kansas",2024,120000,793,37.5,307,acs5_2024_place_housing
1600000US2052000,20,52000,"Oberlin city, Kansas",2024,88700,593,26.0,196,acs5_2024_place_housing
1600000US2052175,20,52175,"Odin CDP, Kansas",2024,,,0.0,15,acs5_2024_place_housing
1600000US2052200,20,52200,"Offerle city, Kansas",2024,61700,938,28.6,7,acs5_2024_place_housing
1600000US2052225,20,52225,"Ogallah CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2052275,20,52275,"Ogden city, Kansas",2024,156800,1128,46.1,295,acs5_2024_place_housing
1600000US2052525,20,52525,"Oketo city, Kansas",2024,160400,,100.0,8,acs5_2024_place_housing
1600000US2052575,20,52575,"Olathe city, Kansas",2024,364700,1314,42.4,13357,acs5_2024_place_housing
1600000US2052700,20,52700,"Olivet city, Kansas",2024,157700,,9.1,11,acs5_2024_place_housing
1600000US2052750,20,52750,"Olmitz city, Kansas",2024,60000,,8.3,12,acs5_2024_place_housing
1600000US2052800,20,52800,"Olpe city, Kansas",2024,163300,732,9.8,51,acs5_2024_place_housing
1600000US2052825,20,52825,"Olsburg city, Kansas",2024,150700,,42.3,26,acs5_2024_place_housing
1600000US2052875,20,52875,"Onaga city, Kansas",2024,116200,945,38.1,126,acs5_2024_place_housing
1600000US2052900,20,52900,"Oneida city, Kansas",2024,45000,,0.0,6,acs5_2024_place_housing
1600000US2052925,20,52925,"Opolis CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2053200,20,53200,"Osage City city, Kansas",2024,155800,789,46.0,309,acs5_2024_place_housing
1600000US2053225,20,53225,"Osawatomie city, Kansas",2024,155100,699,24.4,394,acs5_2024_place_housing
1600000US2053325,20,53325,"Osborne city, Kansas",2024,84400,579,11.5,191,acs5_2024_place_housing
1600000US2053375,20,53375,"Oskaloosa city, Kansas",2024,183100,846,48.6,111,acs5_2024_place_housing
1600000US2053450,20,53450,"Oswego city, Kansas",2024,82700,819,42.5,247,acs5_2024_place_housing
1600000US2053525,20,53525,"Otis city, Kansas",2024,64700,900,70.6,17,acs5_2024_place_housing
1600000US2053550,20,53550,"Ottawa city, Kansas",2024,166500,1032,39.5,2106,acs5_2024_place_housing
1600000US2053725,20,53725,"Overbrook city, Kansas",2024,146300,742,38.3,81,acs5_2024_place_housing
1600000US2053775,20,53775,"Overland Park city, Kansas",2024,413600,1515,41.3,33485,acs5_2024_place_housing
1600000US2053850,20,53850,"Oxford city, Kansas",2024,117200,660,21.0,119,acs5_2024_place_housing
1600000US2053925,20,53925,"Ozawkie city, Kansas",2024,214300,1125,0.0,26,acs5_2024_place_housing
1600000US2054125,20,54125,"Palco city, Kansas",2024,75500,517,15.8,19,acs5_2024_place_housing
1600000US2054200,20,54200,"Palmer city, Kansas",2024,133300,555,0.0,20,acs5_2024_place_housing
1600000US2054250,20,54250,"Paola city, Kansas",2024,210800,1091,45.3,909,acs5_2024_place_housing
1600000US2054325,20,54325,"Paradise city, Kansas",2024,24300,,,0,acs5_2024_place_housing
1600000US2054400,20,54400,"Park city, Kansas",2024,80600,,,0,acs5_2024_place_housing
1600000US2054450,20,54450,"Park City city, Kansas",2024,177100,1077,40.7,718,acs5_2024_place_housing
1600000US2054500,20,54500,"Parker city, Kansas",2024,163600,,0.0,19,acs5_2024_place_housing
1600000US2054560,20,54560,"Parkerfield city, Kansas",2024,221400,,0.0,4,acs5_2024_place_housing
1600000US2054575,20,54575,"Parkerville city, Kansas",2024,54500,,0.0,3,acs5_2024_place_housing
1600000US2054675,20,54675,"Parsons city, Kansas",2024,71700,774,36.5,1223,acs5_2024_place_housing
1600000US2054700,20,54700,"Partridge city, Kansas",2024,75800,894,21.7,23,acs5_2024_place_housing
1600000US2054875,20,54875,"Pawnee Rock city, Kansas",2024,59600,588,11.8,17,acs5_2024_place_housing
1600000US2054950,20,54950,"Paxico city, Kansas",2024,129500,,0.0,3,acs5_2024_place_housing
1600000US2055100,20,55100,"Peabody city, Kansas",2024,77800,733,19.4,93,acs5_2024_place_housing
1600000US2055175,20,55175,"Peck CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2055225,20,55225,"Penalosa city, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2055450,20,55450,"Perry city, Kansas",2024,174000,798,15.7,89,acs5_2024_place_housing
1600000US2055525,20,55525,"Peru city, Kansas",2024,37500,,25.0,16,acs5_2024_place_housing
1600000US2055675,20,55675,"Phillipsburg city, Kansas",2024,98300,702,41.0,266,acs5_2024_place_housing
1600000US2055750,20,55750,"Piedmont CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2055775,20,55775,"Pierceville CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2055875,20,55875,"Pilsen CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2056000,20,56000,"Piqua CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2056025,20,56025,"Pittsburg city, Kansas",2024,123200,854,49.7,4453,acs5_2024_place_housing
1600000US2056100,20,56100,"Plains city, Kansas",2024,151400,778,22.6,106,acs5_2024_place_housing
1600000US2056150,20,56150,"Plainville city, Kansas",2024,82500,773,22.1,199,acs5_2024_place_housing
1600000US2056450,20,56450,"Pleasanton city, Kansas",2024,102900,633,34.5,267,acs5_2024_place_housing
1600000US2056725,20,56725,"Plevna city, Kansas",2024,33000,,0.0,3,acs5_2024_place_housing
1600000US2057000,20,57000,"Pomona city, Kansas",2024,145800,821,22.6,84,acs5_2024_place_housing
1600000US2057100,20,57100,"Portis city, Kansas",2024,37300,,0.0,2,acs5_2024_place_housing
1600000US2057300,20,57300,"Potwin city, Kansas",2024,104500,890,21.7,23,acs5_2024_place_housing
1600000US2057350,20,57350,"Powhattan city, Kansas",2024,47500,1094,16.7,12,acs5_2024_place_housing
1600000US2057525,20,57525,"Prairie View city, Kansas",2024,123400,,0.0,14,acs5_2024_place_housing
1600000US2057575,20,57575,"Prairie Village city, Kansas",2024,435700,1794,49.8,2297,acs5_2024_place_housing
1600000US2057625,20,57625,"Pratt city, Kansas",2024,107500,798,41.7,746,acs5_2024_place_housing
1600000US2057650,20,57650,"Prescott city, Kansas",2024,50000,903,64.5,31,acs5_2024_place_housing
1600000US2057675,20,57675,"Preston city, Kansas",2024,,626,39.1,23,acs5_2024_place_housing
1600000US2057700,20,57700,"Pretty Prairie city, Kansas",2024,100000,750,28.4,74,acs5_2024_place_housing
1600000US2057725,20,57725,"Princeton city, Kansas",2024,108300,1125,20.0,10,acs5_2024_place_housing
1600000US2057850,20,57850,"Protection city, Kansas",2024,55200,521,19.1,47,acs5_2024_place_housing
1600000US2058100,20,58100,"Quenemo city, Kansas",2024,53800,831,57.1,35,acs5_2024_place_housing
1600000US2058250,20,58250,"Quinter city, Kansas",2024,122000,647,31.2,125,acs5_2024_place_housing
1600000US2058300,20,58300,"Radium city, Kansas",2024,26300,,100.0,1,acs5_2024_place_housing
1600000US2058325,20,58325,"Radley CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2058375,20,58375,"Ramona city, Kansas",2024,81300,,0.0,1,acs5_2024_place_housing
1600000US2058450,20,58450,"Randall city, Kansas",2024,,,0.0,52,acs5_2024_place_housing
1600000US2058475,20,58475,"Randolph city, Kansas",2024,150000,1000,7.1,14,acs5_2024_place_housing
1600000US2058500,20,58500,"Ransom city, Kansas",2024,57800,492,17.6,17,acs5_2024_place_housing
1600000US2058525,20,58525,"Rantoul city, Kansas",2024,120200,,60.0,5,acs5_2024_place_housing
1600000US2058550,20,58550,"Raymond city, Kansas",2024,56100,1313,66.7,6,acs5_2024_place_housing
1600000US2058600,20,58600,"Reading city, Kansas",2024,51700,725,7.1,14,acs5_2024_place_housing
1600000US2058725,20,58725,"Redfield city, Kansas",2024,70000,,33.3,3,acs5_2024_place_housing
1600000US2059000,20,59000,"Republic city, Kansas",2024,,,16.7,6,acs5_2024_place_housing
1600000US2059050,20,59050,"Reserve city, Kansas",2024,83300,475,25.0,16,acs5_2024_place_housing
1600000US2059125,20,59125,"Rexford city, Kansas",2024,,950,0.0,11,acs5_2024_place_housing
1600000US2059200,20,59200,"Richfield city, Kansas",2024,229200,,,0,acs5_2024_place_housing
1600000US2059675,20,59675,"Richmond city, Kansas",2024,96200,,12.8,39,acs5_2024_place_housing
1600000US2059875,20,59875,"Riley city, Kansas",2024,163100,1203,42.9,35,acs5_2024_place_housing
1600000US2059975,20,59975,"Ringo CDP, Kansas",2024,234100,,0.0,17,acs5_2024_place_housing
1600000US2060200,20,60200,"Riverton CDP, Kansas",2024,144000,,0.0,65,acs5_2024_place_housing
1600000US2060325,20,60325,"Robinson city, Kansas",2024,70000,,25.0,4,acs5_2024_place_housing
1600000US2060400,20,60400,"Rock CDP, Kansas",2024,,,0.0,19,acs5_2024_place_housing
1600000US2060825,20,60825,"Roeland Park city, Kansas",2024,276200,1582,39.3,959,acs5_2024_place_housing
1600000US2060900,20,60900,"Rolla city, Kansas",2024,58500,619,30.8,52,acs5_2024_place_housing
1600000US2061100,20,61100,"Rosalia CDP, Kansas",2024,268100,,0.0,5,acs5_2024_place_housing
1600000US2061250,20,61250,"Rose Hill city, Kansas",2024,219900,1027,37.0,265,acs5_2024_place_housing
1600000US2061275,20,61275,"Roseland city, Kansas",2024,,,50.0,2,acs5_2024_place_housing
1600000US2061400,20,61400,"Rossville city, Kansas",2024,154600,930,26.4,197,acs5_2024_place_housing
1600000US2061550,20,61550,"Roxbury CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2061600,20,61600,"Rozel city, Kansas",2024,47500,,50.0,2,acs5_2024_place_housing
1600000US2061775,20,61775,"Rush Center city, Kansas",2024,81700,,0.0,34,acs5_2024_place_housing
1600000US2061825,20,61825,"Russell city, Kansas",2024,135600,824,20.8,547,acs5_2024_place_housing
1600000US2061875,20,61875,"Russell Springs city, Kansas",2024,76700,,,0,acs5_2024_place_housing
1600000US2062025,20,62025,"Sabetha city, Kansas",2024,170800,700,43.8,441,acs5_2024_place_housing
1600000US2062075,20,62075,"St. Benedict CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2062175,20,62175,"St. Francis city, Kansas",2024,108200,657,35.6,132,acs5_2024_place_housing
1600000US2062200,20,62200,"St. George city, Kansas",2024,253500,1237,43.8,64,acs5_2024_place_housing
1600000US2062275,20,62275,"St. John city, Kansas",2024,94600,806,45.8,72,acs5_2024_place_housing
1600000US2062375,20,62375,"St. Marks CDP, Kansas",2024,,,0.0,17,acs5_2024_place_housing
1600000US2062400,20,62400,"St. Marys city, Kansas",2024,206900,892,24.1,323,acs5_2024_place_housing
1600000US2062500,20,62500,"St. Paul city, Kansas",2024,91700,680,11.5,87,acs5_2024_place_housing
1600000US2062700,20,62700,"Salina city, Kansas",2024,173200,959,36.1,7000,acs5_2024_place_housing
1600000US2063150,20,63150,"Satanta city, Kansas",2024,107100,1010,14.1,99,acs5_2024_place_housing
1600000US2063200,20,63200,"Savonburg city, Kansas",2024,38300,,0.0,4,acs5_2024_place_housing
1600000US2063275,20,63275,"Sawyer city, Kansas",2024,60800,813,30.0,10,acs5_2024_place_housing
1600000US2063325,20,63325,"Scammon city, Kansas",2024,69500,581,34.4,32,acs5_2024_place_housing
1600000US2063350,20,63350,"Scandia city, Kansas",2024,68800,679,48.6,70,acs5_2024_place_housing
1600000US2063425,20,63425,"Schoenchen city, Kansas",2024,141300,,25.0,4,acs5_2024_place_housing
1600000US2063600,20,63600,"Scott City city, Kansas",2024,162200,649,22.0,599,acs5_2024_place_housing
1600000US2063650,20,63650,"Scottsville city, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2063675,20,63675,"Scranton city, Kansas",2024,75900,768,15.2,46,acs5_2024_place_housing
1600000US2063750,20,63750,"Sedan city, Kansas",2024,41200,775,16.4,122,acs5_2024_place_housing
1600000US2063800,20,63800,"Sedgwick city, Kansas",2024,179400,981,41.5,130,acs5_2024_place_housing
1600000US2063875,20,63875,"Selden city, Kansas",2024,101500,655,0.0,29,acs5_2024_place_housing
1600000US2063950,20,63950,"Seneca city, Kansas",2024,235100,602,35.6,180,acs5_2024_place_housing
1600000US2064025,20,64025,"Severance city, Kansas",2024,,,0.0,3,acs5_2024_place_housing
1600000US2064050,20,64050,"Severy city, Kansas",2024,29700,,20.0,5,acs5_2024_place_housing
1600000US2064100,20,64100,"Seward city, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2064200,20,64200,"Shallow Water CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2064325,20,64325,"Sharon city, Kansas",2024,104900,,,0,acs5_2024_place_housing
1600000US2064375,20,64375,"Sharon Springs city, Kansas",2024,105100,465,13.9,79,acs5_2024_place_housing
1600000US2064500,20,64500,"Shawnee city, Kansas",2024,359700,1322,36.9,7023,acs5_2024_place_housing
1600000US2065550,20,65550,"Silverdale CDP, Kansas",2024,186900,,,0,acs5_2024_place_housing
1600000US2065600,20,65600,"Silver Lake city, Kansas",2024,169300,860,26.8,205,acs5_2024_place_housing
1600000US2065650,20,65650,"Simpson city, Kansas",2024,27500,,0.0,11,acs5_2024_place_housing
1600000US2065925,20,65925,"Smith Center city, Kansas",2024,90400,678,56.2,130,acs5_2024_place_housing
1600000US2066100,20,66100,"Smolan city, Kansas",2024,126100,1028,50.0,16,acs5_2024_place_housing
1600000US2066175,20,66175,"Soldier city, Kansas",2024,57900,,0.0,9,acs5_2024_place_housing
1600000US2066275,20,66275,"Solomon city, Kansas",2024,119300,657,64.5,76,acs5_2024_place_housing
1600000US2066475,20,66475,"Somerset CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2066650,20,66650,"South Haven city, Kansas",2024,81700,572,25.0,32,acs5_2024_place_housing
1600000US2066750,20,66750,"South Hutchinson city, Kansas",2024,151000,602,45.1,517,acs5_2024_place_housing
1600000US2066800,20,66800,"South Mound CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2067125,20,67125,"Spearville city, Kansas",2024,206700,723,58.1,93,acs5_2024_place_housing
1600000US2067175,20,67175,"Speed city, Kansas",2024,58300,,,0,acs5_2024_place_housing
1600000US2067250,20,67250,"Spivey city, Kansas",2024,73900,,0.0,5,acs5_2024_place_housing
1600000US2067625,20,67625,"Spring Hill city, Kansas",2024,357800,1108,51.5,759,acs5_2024_place_housing
1600000US2067775,20,67775,"Stafford city, Kansas",2024,70700,735,26.3,95,acs5_2024_place_housing
1600000US2068025,20,68025,"Stark city, Kansas",2024,,,0.0,10,acs5_2024_place_housing
1600000US2068200,20,68200,"Sterling city, Kansas",2024,133000,689,30.4,204,acs5_2024_place_housing
1600000US2068350,20,68350,"Stockton city, Kansas",2024,95000,643,28.7,171,acs5_2024_place_housing
1600000US2068650,20,68650,"Strong City city, Kansas",2024,84400,493,18.3,93,acs5_2024_place_housing
1600000US2068750,20,68750,"Stuttgart CDP, Kansas",2024,95000,,,0,acs5_2024_place_housing
1600000US2068775,20,68775,"Sublette city, Kansas",2024,160500,694,19.4,98,acs5_2024_place_housing
1600000US2068950,20,68950,"Summerfield city, Kansas",2024,58300,,66.7,6,acs5_2024_place_housing
1600000US2069275,20,69275,"Sun City city, Kansas",2024,,,0.0,1,acs5_2024_place_housing
1600000US2069525,20,69525,"Susank city, Kansas",2024,,,0.0,1,acs5_2024_place_housing
1600000US2069725,20,69725,"Sycamore CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2069775,20,69775,"Sylvan Grove city, Kansas",2024,90300,643,45.5,22,acs5_2024_place_housing
1600000US2069800,20,69800,"Sylvia city, Kansas",2024,58600,,33.3,3,acs5_2024_place_housing
1600000US2069850,20,69850,"Syracuse city, Kansas",2024,120800,734,33.6,131,acs5_2024_place_housing
1600000US2069925,20,69925,"Talmage CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2070000,20,70000,"Tampa city, Kansas",2024,59300,,0.0,7,acs5_2024_place_housing
1600000US2070075,20,70075,"Tecumseh CDP, Kansas",2024,200400,,0.0,40,acs5_2024_place_housing
1600000US2070250,20,70250,"Tescott city, Kansas",2024,110100,700,33.3,6,acs5_2024_place_housing
1600000US2070300,20,70300,"Thayer city, Kansas",2024,,725,43.6,39,acs5_2024_place_housing
1600000US2070357,20,70357,"The Highlands city, Kansas",2024,288900,850,60.7,28,acs5_2024_place_housing
1600000US2070625,20,70625,"Timken city, Kansas",2024,67000,,100.0,5,acs5_2024_place_housing
1600000US2070675,20,70675,"Tipton city, Kansas",2024,106300,429,0.0,88,acs5_2024_place_housing
1600000US2070800,20,70800,"Tonganoxie city, Kansas",2024,261700,1224,36.3,750,acs5_2024_place_housing
1600000US2071000,20,71000,"Topeka city, Kansas",2024,144200,979,42.3,22495,acs5_2024_place_housing
1600000US2071050,20,71050,"Toronto city, Kansas",2024,33400,760,75.0,8,acs5_2024_place_housing
1600000US2071125,20,71125,"Towanda city, Kansas",2024,121500,1034,60.6,132,acs5_2024_place_housing
1600000US2071450,20,71450,"Tribune city, Kansas",2024,112500,786,12.7,71,acs5_2024_place_housing
1600000US2071575,20,71575,"Troy city, Kansas",2024,108100,752,39.3,89,acs5_2024_place_housing
1600000US2071800,20,71800,"Turon city, Kansas",2024,48000,725,30.0,10,acs5_2024_place_housing
1600000US2071925,20,71925,"Tyro city, Kansas",2024,132100,,0.0,2,acs5_2024_place_housing
1600000US2071950,20,71950,"Udall city, Kansas",2024,96100,837,19.7,137,acs5_2024_place_housing
1600000US2071975,20,71975,"Ulysses city, Kansas",2024,97400,717,28.1,462,acs5_2024_place_housing
1600000US2072525,20,72525,"Uniontown city, Kansas",2024,48200,533,3.6,28,acs5_2024_place_housing
1600000US2072600,20,72600,"Urbana CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2072650,20,72650,"Utica city, Kansas",2024,33600,,0.0,18,acs5_2024_place_housing
1600000US2073250,20,73250,"Valley Center city, Kansas",2024,227700,883,37.3,845,acs5_2024_place_housing
1600000US2073300,20,73300,"Valley Falls city, Kansas",2024,122700,785,70.5,278,acs5_2024_place_housing
1600000US2073450,20,73450,"Vassar CDP, Kansas",2024,176300,1167,0.0,37,acs5_2024_place_housing
1600000US2073525,20,73525,"Vermillion city, Kansas",2024,100000,,50.0,4,acs5_2024_place_housing
1600000US2073775,20,73775,"Victoria city, Kansas",2024,174200,941,26.1,176,acs5_2024_place_housing
1600000US2073950,20,73950,"Vining city, Kansas",2024,9999,,0.0,6,acs5_2024_place_housing
1600000US2074025,20,74025,"Viola city, Kansas",2024,182500,,25.0,4,acs5_2024_place_housing
1600000US2074075,20,74075,"Virgil city, Kansas",2024,22500,,,0,acs5_2024_place_housing
1600000US2074225,20,74225,"Wabaunsee CDP, Kansas",2024,207800,,,0,acs5_2024_place_housing
1600000US2074425,20,74425,"Wakarusa CDP, Kansas",2024,219600,,0.0,23,acs5_2024_place_housing
1600000US2074450,20,74450,"WaKeeney city, Kansas",2024,125200,756,46.7,167,acs5_2024_place_housing
1600000US2074525,20,74525,"Wakefield city, Kansas",2024,172700,819,12.1,99,acs5_2024_place_housing
1600000US2074575,20,74575,"Waldo city, Kansas",2024,,,0.0,4,acs5_2024_place_housing
1600000US2074625,20,74625,"Waldron city, Kansas",2024,,,0.0,1,acs5_2024_place_housing
1600000US2074750,20,74750,"Wallace city, Kansas",2024,66500,,,0,acs5_2024_place_housing
1600000US2074950,20,74950,"Walnut city, Kansas",2024,31300,442,30.0,10,acs5_2024_place_housing
1600000US2075200,20,75200,"Walton city, Kansas",2024,102300,1307,9.5,21,acs5_2024_place_housing
1600000US2075325,20,75325,"Wamego city, Kansas",2024,198300,849,29.4,490,acs5_2024_place_housing
1600000US2075825,20,75825,"Washington city, Kansas",2024,101100,553,19.7,173,acs5_2024_place_housing
1600000US2075950,20,75950,"Waterville city, Kansas",2024,91300,600,36.8,76,acs5_2024_place_housing
1600000US2076000,20,76000,"Wathena city, Kansas",2024,161800,428,22.8,101,acs5_2024_place_housing
1600000US2076050,20,76050,"Waverly city, Kansas",2024,102400,921,14.3,63,acs5_2024_place_housing
1600000US2076175,20,76175,"Wayside CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2076250,20,76250,"Webber city, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2076350,20,76350,"Weir city, Kansas",2024,78300,,26.0,50,acs5_2024_place_housing
1600000US2076425,20,76425,"Welda CDP, Kansas",2024,113000,,100.0,22,acs5_2024_place_housing
1600000US2076475,20,76475,"Wellington city, Kansas",2024,97100,733,32.1,1114,acs5_2024_place_housing
1600000US2076550,20,76550,"Wells CDP, Kansas",2024,,,,0,acs5_2024_place_housing
1600000US2076625,20,76625,"Wellsville city, Kansas",2024,180000,1247,49.4,251,acs5_2024_place_housing
1600000US2076675,20,76675,"Weskan CDP, Kansas",2024,150000,675,0.0,42,acs5_2024_place_housing
1600000US2077150,20,77150,"West Mineral city, Kansas",2024,42900,894,52.9,17,acs5_2024_place_housing
1600000US2077200,20,77200,"Westmoreland city, Kansas",2024,145500,796,16.9,59,acs5_2024_place_housing
1600000US2077250,20,77250,"Westphalia city, Kansas",2024,37900,,0.0,13,acs5_2024_place_housing
1600000US2077500,20,77500,"Westwood city, Kansas",2024,404200,1921,22.0,177,acs5_2024_place_housing
1600000US2077525,20,77525,"Westwood Hills city, Kansas",2024,564000,3250,33.3,6,acs5_2024_place_housing
1600000US2077550,20,77550,"Wetmore city, Kansas",2024,88400,542,11.1,18,acs5_2024_place_housing
1600000US2077700,20,77700,"Wheaton city, Kansas",2024,85700,1114,0.0,13,acs5_2024_place_housing
