observation_id,nces_school_id,nces_district_id,test_type,metric_name,metric_value,score_year,students_tested,participation_rate,aggregation_method,source_type,source_id,confidence,notes
ky_2104590_act_2024_25,,2104590,ACT,average_composite,18,2024-25,275,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104620_act_2024_25,,2104620,ACT,average_composite,15.8,2024-25,43,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104650_act_2024_25,,2104650,ACT,average_composite,16.9,2024-25,206,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104680_act_2024_25,,2104680,ACT,average_composite,18.3,2024-25,46,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104710_act_2024_25,,2104710,ACT,average_composite,15.7,2024-25,71,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104740_act_2024_25,,2104740,ACT,average_composite,16.5,2024-25,155,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104770_act_2024_25,,2104770,ACT,average_composite,16.7,2024-25,218,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104800_act_2024_25,,2104800,ACT,average_composite,17.4,2024-25,478,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104830_act_2024_25,,2104830,ACT,average_composite,21.7,2024-25,76,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104860_act_2024_25,,2104860,ACT,average_composite,16.8,2024-25,46,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104890_act_2024_25,,2104890,ACT,average_composite,17.2,2024-25,126,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2104950_act_2024_25,,2104950,ACT,average_composite,18.8,2024-25,577,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105040_act_2024_25,,2105040,ACT,average_composite,16.6,2024-25,38,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105070_act_2024_25,,2105070,ACT,average_composite,17.4,2024-25,215,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105100_act_2024_25,,2105100,ACT,average_composite,18.1,2024-25,227,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105130_act_2024_25,,2105130,ACT,average_composite,20.5,2024-25,157,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105160_act_2024_25,,2105160,ACT,average_composite,18,2024-25,216,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105190_act_2024_25,,2105190,ACT,average_composite,16.2,2024-25,82,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105260_act_2024_25,,2105260,ACT,average_composite,18.4,2024-25,739,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105320_act_2024_25,,2105320,ACT,average_composite,17.3,2024-25,496,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105400_act_2024_25,,2105400,ACT,average_composite,17.7,2024-25,224,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105430_act_2024_25,,2105430,ACT,average_composite,19.3,2024-25,123,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105490_act_2024_25,,2105490,ACT,average_composite,17.9,2024-25,247,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105520_act_2024_25,,2105520,ACT,average_composite,18.3,2024-25,205,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105550_act_2024_25,,2105550,ACT,average_composite,16.9,2024-25,128,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105580_act_2024_25,,2105580,ACT,average_composite,18.5,2024-25,136,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105610_act_2024_25,,2105610,ACT,average_composite,16.5,2024-25,73,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105640_act_2024_25,,2105640,ACT,average_composite,16.8,2024-25,147,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105700_act_2024_25,,2105700,ACT,average_composite,20,2024-25,118,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105730_act_2024_25,,2105730,ACT,average_composite,18.7,2024-25,1317,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105760_act_2024_25,,2105760,ACT,average_composite,18,2024-25,128,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105790_act_2024_25,,2105790,ACT,average_composite,15.8,2024-25,228,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105820_act_2024_25,,2105820,ACT,average_composite,17.1,2024-25,158,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105880_act_2024_25,,2105880,ACT,average_composite,17.5,2024-25,271,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105910_act_2024_25,,2105910,ACT,average_composite,16.9,2024-25,73,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105940_act_2024_25,,2105940,ACT,average_composite,18.6,2024-25,50,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2105970_act_2024_25,,2105970,ACT,average_composite,16.4,2024-25,91,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
ky_2106000_act_2024_25,,2106000,ACT,average_composite,19.3,2024-25,346,,official_district_total_grade_11_average,official_state_export,kentucky_act_2024_25_scores,high,Kentucky district total; ACT grade 11 average score by site; all students aggregate as published.
